version,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform
n_size,256,1600,3136,4624,5776,7396,8836,10000,11664,12996,256,1600,3136,4624,5776,7396,8836,10000,11664,12996,256,1600,3136,4624,5776,7396,8836,10000,11664,12996
run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0.004421999999999926,,,,,,,,,,0.012456000000000245,,,,,,,,,,0.020324999999999704,,,,,,,,,
58,0.005686999999999998,,,,,,,,,,0.06721699999999942,,,,,,,,,,0.018829000000000207,,,,,,,,,
59,0.028313000000000033,,,,,,,,,,0.007294999999999163,,,,,,,,,,0.008718999999999255,,,,,,,,,
60,0.0016959999999999198,,,,,,,,,,0.0018670000000007292,,,,,,,,,,0.0229600000000012,,,,,,,,,
61,0.007808999999999955,,,,,,,,,,0.012622000000000355,,,,,,,,,,0.00392100000000184,,,,,,,,,
62,0.0042839999999999545,,,,,,,,,,0.0018290000000007467,,,,,,,,,,0.013905000000001166,,,,,,,,,
63,0.008947000000000038,,,,,,,,,,0.0036009999999997433,,,,,,,,,,0.029413999999999163,,,,,,,,,
64,0.005553000000000141,,,,,,,,,,0.010832000000000619,,,,,,,,,,0.02079299999999762,,,,,,,,,
65,0.005271000000000026,,,,,,,,,,0.018029999999999546,,,,,,,,,,0.0018300000000017747,,,,,,,,,
66,0.008558999999999983,,,,,,,,,,0.001875000000000071,,,,,,,,,,0.006308999999998122,,,,,,,,,
67,0.005552999999999919,,,,,,,,,,0.00368499999999905,,,,,,,,,,0.005511999999999517,,,,,,,,,
68,0.013325000000000031,,,,,,,,,,0.0018029999999988888,,,,,,,,,,0.04797600000000202,,,,,,,,,
69,0.004233000000000153,,,,,,,,,,0.0017739999999992762,,,,,,,,,,0.002248000000001582,,,,,,,,,
70,0.016342999999999996,,,,,,,,,,0.03601399999999977,,,,,,,,,,0.0035249999999997783,,,,,,,,,
71,0.0015000000000000568,,,,,,,,,,0.0071630000000002525,,,,,,,,,,0.021935000000002702,,,,,,,,,
72,0.002319000000000182,,,,,,,,,,0.0035489999999995803,,,,,,,,,,0.04303900000000027,,,,,,,,,
73,0.004313000000000011,,,,,,,,,,0.0020239999999986935,,,,,,,,,,0.022693000000000296,,,,,,,,,
74,0.036256999999999984,,,,,,,,,,0.01112999999999964,,,,,,,,,,0.024772999999999712,,,,,,,,,
75,0.00657299999999994,,,,,,,,,,0.016586999999999463,,,,,,,,,,0.010170999999999708,,,,,,,,,
76,0.015216000000000118,,,,,,,,,,0.0019209999999993954,,,,,,,,,,0.006900999999999158,,,,,,,,,
77,0.017121000000000164,,,,,,,,,,0.005485999999999436,,,,,,,,,,0.01380800000000093,,,,,,,,,
78,0.011474999999999902,,,,,,,,,,0.007345000000000823,,,,,,,,,,0.02321799999999996,,,,,,,,,
79,0.009406000000000025,,,,,,,,,,0.003675000000001205,,,,,,,,,,0.0029229999999991207,,,,,,,,,
80,0.0013100000000001444,,,,,,,,,,0.007272000000000389,,,,,,,,,,0.01111799999999974,,,,,,,,,
81,0.007314000000000043,,,,,,,,,,0.018146999999999025,,,,,,,,,,0.012377000000000749,,,,,,,,,
82,0.0013279999999999959,,,,,,,,,,0.001910999999999774,,,,,,,,,,0.05103599999999986,,,,,,,,,
83,0.009677000000000158,,,,,,,,,,0.0018700000000002603,,,,,,,,,,0.012510999999999939,,,,,,,,,
84,0.0033929999999999794,,,,,,,,,,0.0036810000000002674,,,,,,,,,,0.009060000000001622,,,,,,,,,
85,0.025292000000000092,,,,,,,,,,0.019439000000000206,,,,,,,,,,0.005524000000001195,,,,,,,,,
86,0.005641999999999925,,,,,,,,,,0.0019080000000002428,,,,,,,,,,0.012039000000001465,,,,,,,,,
87,0.009109000000000034,,,,,,,,,,0.028648999999999702,,,,,,,,,,0.02513799999999833,,,,,,,,,
88,0.0011050000000001337,,,,,,,,,,0.023310999999999638,,,,,,,,,,0.025134999999998797,,,,,,,,,
89,0.011190000000000033,,,,,,,,,,0.0035480000000003287,,,,,,,,,,0.03525499999999937,,,,,,,,,
90,0.012517000000000111,,,,,,,,,,0.022465999999999653,,,,,,,,,,0.0036290000000001044,,,,,,,,,
91,0.0062279999999999,,,,,,,,,,0.0037760000000002236,,,,,,,,,,0.00892199999999832,,,,,,,,,
92,0.0064990000000000325,,,,,,,,,,0.01745099999999944,,,,,,,,,,0.011148999999999631,,,,,,,,,
93,0.0025569999999999204,,,,,,,,,,0.024710000000000676,,,,,,,,,,0.004436000000001883,,,,,,,,,
94,0.012891999999999904,,,,,,,,,,0.056544999999999845,,,,,,,,,,0.001733999999999014,,,,,,,,,
95,0.021005000000000162,,,,,,,,,,0.003437999999999164,,,,,,,,,,0.01153099999999796,,,,,,,,,
96,0.004383000000000026,,,,,,,,,,0.0036109999999993647,,,,,,,,,,0.0020830000000024995,,,,,,,,,
97,0.002529999999999921,,,,,,,,,,0.02647500000000136,,,,,,,,,,0.003294000000000352,,,,,,,,,
98,0.01222000000000012,,,,,,,,,,0.03462000000000032,,,,,,,,,,0.023952000000001306,,,,,,,,,
99,0.007770999999999972,,,,,,,,,,0.008741999999999805,,,,,,,,,,0.017662999999998874,,,,,,,,,
100,0.007854999999999945,,,,,,,,,,0.015787999999998803,,,,,,,,,,0.004993000000002468,,,,,,,,,
101,0.007611000000000034,,,,,,,,,,0.013917999999998543,,,,,,,,,,0.011343000000000103,,,,,,,,,
102,0.00429400000000002,,,,,,,,,,0.0019190000000008922,,,,,,,,,,0.005661999999997391,,,,,,,,,
103,0.01368400000000003,,,,,,,,,,0.01033999999999935,,,,,,,,,,0.01990599999999887,,,,,,,,,
104,0.0015179999999999083,,,,,,,,,,0.007110000000000838,,,,,,,,,,0.009924999999999073,,,,,,,,,
105,0.004322999999999855,,,,,,,,,,0.008620999999999768,,,,,,,,,,0.0024370000000004666,,,,,,,,,
106,0.016807999999999934,,,,,,,,,,0.0018209999999996285,,,,,,,,,,0.0008119999999998129,,,,,,,,,
107,0.001298999999999939,,,,,,,,,,0.010263999999999385,,,,,,,,,,0.007339999999999236,,,,,,,,,
108,0.00514799999999993,,,,,,,,,,0.010918999999999457,,,,,,,,,,0.009954000000000462,,,,,,,,,
109,0.001519000000000048,,,,,,,,,,0.00711800000000018,,,,,,,,,,0.022617999999997807,,,,,,,,,
110,0.0025260000000000282,,,,,,,,,,0.00868900000000039,,,,,,,,,,0.03795900000000074,,,,,,,,,
111,0.0032289999999999264,,,,,,,,,,0.047570000000000334,,,,,,,,,,0.03123499999999879,,,,,,,,,
112,0.008823000000000025,,,,,,,,,,0.0018489999999999895,,,,,,,,,,0.012460999999998279,,,,,,,,,
113,0.0025090000000000945,,,,,,,,,,0.007142999999999233,,,,,,,,,,0.012769999999999726,,,,,,,,,
114,0.0015890000000000626,,,,,,,,,,0.0035279999999993095,,,,,,,,,,0.04192400000000163,,,,,,,,,
115,0.004083000000000059,,,,,,,,,,0.0018019999999996372,,,,,,,,,,0.0013410000000000366,,,,,,,,,
116,0.013554000000000066,,,,,,,,,,0.001869999999998484,,,,,,,,,,0.008105000000000473,,,,,,,,,
117,0.0023599999999999177,,,,,,,,,,0.00369399999999942,,,,,,,,,,0.007695999999999259,,,,,,,,,
118,0.004713000000000189,,,,,,,,,,0.012291000000001162,,,,,,,,,,0.013079000000001173,,,,,,,,,
119,0.018205999999999944,,,,,,,,,,0.01232999999999862,,,,,,,,,,0.0076870000000006655,,,,,,,,,
120,0.004801999999999973,,,,,,,,,,0.0038130000000009545,,,,,,,,,,0.00814399999999793,,,,,,,,,
121,0.002323000000000075,,,,,,,,,,0.0017920000000000158,,,,,,,,,,0.004056999999999533,,,,,,,,,
122,0.005622999999999934,,,,,,,,,,0.01731700000000025,,,,,,,,,,0.004417000000000115,,,,,,,,,
123,0.005277999999999894,,,,,,,,,,0.016007000000000104,,,,,,,,,,0.01295199999999852,,,,,,,,,
124,0.002877999999999936,,,,,,,,,,0.026035000000000252,,,,,,,,,,0.04378200000000021,,,,,,,,,
125,0.025263999999999953,,,,,,,,,,0.003662000000000276,,,,,,,,,,0.012782999999998879,,,,,,,,,
126,0.04040900000000014,,,,,,,,,,0.0035199999999999676,,,,,,,,,,0.003109000000002027,,,,,,,,,
127,0.0332920000000001,,,,,,,,,,0.003493999999999886,,,,,,,,,,0.026818999999999704,,,,,,,,,
128,0.004204999999999792,,,,,,,,,,0.0035439999999997696,,,,,,,,,,0.01344699999999932,,,,,,,,,
129,0.0046079999999999455,,,,,,,,,,0.008891000000000204,,,,,,,,,,0.051006000000000995,,,,,,,,,
130,0.005984999999999907,,,,,,,,,,0.006942000000000448,,,,,,,,,,0.01948499999999953,,,,,,,,,
131,0.021822999999999926,,,,,,,,,,0.04906700000000086,,,,,,,,,,0.011957999999999913,,,,,,,,,
132,0.007524000000000086,,,,,,,,,,0.008839999999999293,,,,,,,,,,0.006568999999998937,,,,,,,,,
133,0.00224700000000011,,,,,,,,,,0.01393500000000003,,,,,,,,,,0.00613299999999839,,,,,,,,,
134,0.010682999999999998,,,,,,,,,,0.016484000000000165,,,,,,,,,,0.0026370000000000005,,,,,,,,,
135,0.010137000000000063,,,,,,,,,,0.0017970000000016029,,,,,,,,,,0.04046500000000108,,,,,,,,,
136,0.013229999999999853,,,,,,,,,,0.0017849999999999255,,,,,,,,,,0.02897599999999656,,,,,,,,,
137,0.0029080000000001327,,,,,,,,,,0.00867299999999993,,,,,,,,,,0.0016410000000028901,,,,,,,,,
138,0.00483699999999998,,,,,,,,,,0.03529799999999916,,,,,,,,,,0.021066999999998615,,,,,,,,,
139,0.003167000000000142,,,,,,,,,,0.007062000000001234,,,,,,,,,,0.0014329999999986853,,,,,,,,,
140,0.012596000000000052,,,,,,,,,,0.013954000000000022,,,,,,,,,,0.004588999999999288,,,,,,,,,
141,0.00448499999999985,,,,,,,,,,0.001809999999998979,,,,,,,,,,0.00371900000000025,,,,,,,,,
142,0.005161999999999889,,,,,,,,,,0.001794999999999547,,,,,,,,,,0.03958300000000037,,,,,,,,,
143,0.003017999999999965,,,,,,,,,,0.003527000000000058,,,,,,,,,,0.04340399999999889,,,,,,,,,
144,0.005220000000000002,,,,,,,,,,0.005544999999999689,,,,,,,,,,0.018900999999999613,,,,,,,,,
145,0.0035639999999999006,,,,,,,,,,0.031788999999999845,,,,,,,,,,0.004538000000000153,,,,,,,,,
146,0.005665999999999949,,,,,,,,,,0.006944999999999979,,,,,,,,,,0.021257999999999555,,,,,,,,,
147,0.00398900000000002,,,,,,,,,,0.005240999999999829,,,,,,,,,,0.030640000000001777,,,,,,,,,
148,0.0072470000000000034,,,,,,,,,,0.0019130000000000535,,,,,,,,,,0.01820499999999825,,,,,,,,,
149,0.0014079999999998538,,,,,,,,,,0.026068000000000424,,,,,,,,,,0.003294000000000352,,,,,,,,,
150,0.009611000000000036,,,,,,,,,,0.008889999999999176,,,,,,,,,,0.015149000000000967,,,,,,,,,
151,0.0018380000000000063,,,,,,,,,,0.006913000000000835,,,,,,,,,,0.04455199999999948,,,,,,,,,
152,0.004473000000000171,,,,,,,,,,0.00524399999999936,,,,,,,,,,0.010343999999999909,,,,,,,,,
153,0.007784999999999931,,,,,,,,,,0.005303999999998865,,,,,,,,,,0.017703000000000912,,,,,,,,,
154,0.012607000000000035,,,,,,,,,,0.012313999999999936,,,,,,,,,,0.00598799999999855,,,,,,,,,
155,0.002473999999999865,,,,,,,,,,0.019368000000000052,,,,,,,,,,0.009530999999999068,,,,,,,,,
156,0.005398000000000014,,,,,,,,,,0.036870999999999654,,,,,,,,,,0.007529000000001673,,,,,,,,,
157,0.00619000000000014,,,,,,,,,,0.003589999999999094,,,,,,,,,,0.011836999999999875,,,,,,,,,
158,0.0011639999999999429,,,,,,,,,,0.005302999999999614,,,,,,,,,,0.007692000000002253,,,,,,,,,
159,0.00952900000000012,,,,,,,,,,0.003605999999999554,,,,,,,,,,0.0009370000000004097,,,,,,,,,
160,0.0014920000000000488,,,,,,,,,,0.010321000000001135,,,,,,,,,,0.014207999999999998,,,,,,,,,
161,0.002910999999999886,,,,,,,,,,0.007032999999999845,,,,,,,,,,0.019719999999999516,,,,,,,,,
162,0.0012460000000000804,,,,,,,,,,0.003519000000000716,,,,,,,,,,0.01715199999999939,,,,,,,,,
163,0.0043199999999998795,,,,,,,,,,0.015784999999999272,,,,,,,,,,0.0089579999999998,,,,,,,,,
164,0.0044359999999998845,,,,,,,,,,0.0018299999999999983,,,,,,,,,,0.01467399999999941,,,,,,,,,
165,0.012062000000000017,,,,,,,,,,0.008908999999999168,,,,,,,,,,0.006067999999999074,,,,,,,,,
166,0.013398999999999939,,,,,,,,,,0.006994000000000611,,,,,,,,,,0.016201999999999828,,,,,,,,,
167,0.015385000000000204,,,,,,,,,,0.008860999999999564,,,,,,,,,,0.002880999999998579,,,,,,,,,
168,0.00555899999999987,,,,,,,,,,0.0313409999999994,,,,,,,,,,0.0027670000000021844,,,,,,,,,
169,0.00970099999999996,,,,,,,,,,0.0018010000000003856,,,,,,,,,,0.020578999999997905,,,,,,,,,
170,0.0015419999999999323,,,,,,,,,,0.005053000000000196,,,,,,,,,,0.021512000000001308,,,,,,,,,
171,0.0029799999999999827,,,,,,,,,,0.0054669999999994445,,,,,,,,,,0.01350100000000154,,,,,,,,,
172,0.0013119999999999798,,,,,,,,,,0.0215209999999999,,,,,,,,,,0.04698199999999986,,,,,,,,,
173,0.002717999999999998,,,,,,,,,,0.00184699999999971,,,,,,,,,,0.019952999999997445,,,,,,,,,
174,0.005676999999999932,,,,,,,,,,0.024644000000000332,,,,,,,,,,0.017775999999997794,,,,,,,,,
175,0.0034730000000000594,,,,,,,,,,0.005455999999998795,,,,,,,,,,0.008942000000001116,,,,,,,,,
176,0.013823999999999836,,,,,,,,,,0.01224200000000053,,,,,,,,,,0.02093800000000101,,,,,,,,,
177,0.009813000000000072,,,,,,,,,,0.02116599999999913,,,,,,,,,,0.04839799999999883,,,,,,,,,
178,0.00856100000000004,,,,,,,,,,0.005273000000000749,,,,,,,,,,0.05981599999999787,,,,,,,,,
179,0.0010959999999999859,,,,,,,,,,0.008952999999999989,,,,,,,,,,0.003081999999999141,,,,,,,,,
180,0.0013939999999998953,,,,,,,,,,0.00357400000000041,,,,,,,,,,0.0019770000000001176,,,,,,,,,
181,0.03029499999999996,,,,,,,,,,0.007006000000000512,,,,,,,,,,0.011082000000001813,,,,,,,,,
182,0.007835999999999732,,,,,,,,,,0.02629100000000051,,,,,,,,,,0.008182999999998941,,,,,,,,,
183,0.016322999999999865,,,,,,,,,,0.010423000000001181,,,,,,,,,,0.061986000000000985,,,,,,,,,
184,0.0013410000000000366,,,,,,,,,,0.0035949999999989046,,,,,,,,,,0.002979999999997318,,,,,,,,,
185,0.0026850000000000485,,,,,,,,,,0.02429099999999984,,,,,,,,,,0.005840000000002732,,,,,,,,,
186,0.009129000000000165,,,,,,,,,,0.008815999999999491,,,,,,,,,,0.03255400000000108,,,,,,,,,
187,0.003578999999999777,,,,,,,,,,0.029351000000000127,,,,,,,,,,0.009516000000001412,,,,,,,,,
188,0.05578300000000036,,,,,,,,,,0.008791000000000437,,,,,,,,,,0.002369999999999095,,,,,,,,,
189,0.0073750000000001315,,,,,,,,,,0.015800999999999732,,,,,,,,,,0.0028599999999983083,,,,,,,,,
190,0.010735999999999635,,,,,,,,,,0.008983999999999881,,,,,,,,,,0.018423999999999552,,,,,,,,,
191,0.008945000000000203,,,,,,,,,,0.02102900000000041,,,,,,,,,,0.008562999999998766,,,,,,,,,
192,0.014572999999999947,,,,,,,,,,0.0018170000000008457,,,,,,,,,,0.005668999999997482,,,,,,,,,
193,0.004797999999999636,,,,,,,,,,0.010633999999999588,,,,,,,,,,0.0375709999999998,,,,,,,,,
194,0.014393999999999796,,,,,,,,,,0.015820999999998975,,,,,,,,,,0.0048040000000000305,,,,,,,,,
195,0.0067230000000000345,,,,,,,,,,0.008580999999999506,,,,,,,,,,0.03470300000000037,,,,,,,,,
196,0.004874999999999741,,,,,,,,,,0.0018670000000007292,,,,,,,,,,0.05895399999999995,,,,,,,,,
197,0.008650999999999964,,,,,,,,,,0.005463000000000662,,,,,,,,,,0.005691000000002333,,,,,,,,,
198,0.011334000000000177,,,,,,,,,,0.005244999999998612,,,,,,,,,,0.007124000000001018,,,,,,,,,
199,0.015671000000000213,,,,,,,,,,0.0018150000000005662,,,,,,,,,,0.02242000000000033,,,,,,,,,
200,0.0017150000000003551,,,,,,,,,,0.003527000000000058,,,,,,,,,,0.0035850000000010596,,,,,,,,,
201,0.024971999999999994,,,,,,,,,,0.033369000000000426,,,,,,,,,,0.003975999999997981,,,,,,,,,
202,0.0023320000000000007,,,,,,,,,,0.010707000000000022,,,,,,,,,,0.004741000000002771,,,,,,,,,
203,0.014374999999999805,,,,,,,,,,0.0018560000000000798,,,,,,,,,,0.02488599999999863,,,,,,,,,
204,0.0025840000000001417,,,,,,,,,,0.010762999999998968,,,,,,,,,,0.016977000000000686,,,,,,,,,
205,0.001510999999999818,,,,,,,,,,0.003534000000000148,,,,,,,,,,0.01590699999999856,,,,,,,,,
206,0.021485999999999894,,,,,,,,,,0.04763899999999843,,,,,,,,,,0.017765999999998172,,,,,,,,,
207,0.001630999999999716,,,,,,,,,,0.003580000000001249,,,,,,,,,,0.0033330000000013627,,,,,,,,,
208,0.007627999999999968,,,,,,,,,,0.0019010000000001526,,,,,,,,,,0.04731499999999755,,,,,,,,,
209,0.0032329999999998194,,,,,,,,,,0.010424999999999685,,,,,,,,,,0.050224000000000046,,,,,,,,,
210,0.005488000000000159,,,,,,,,,,0.005221999999999838,,,,,,,,,,0.017528999999999684,,,,,,,,,
211,0.008145999999999987,,,,,,,,,,0.01406799999999997,,,,,,,,,,0.0023590000000019984,,,,,,,,,
212,0.0045959999999998224,,,,,,,,,,0.0052620000000001,,,,,,,,,,0.001729999999998455,,,,,,,,,
213,0.0028000000000001357,,,,,,,,,,0.007009999999999295,,,,,,,,,,0.029876000000001568,,,,,,,,,
214,0.013876999999999917,,,,,,,,,,0.00694799999999951,,,,,,,,,,0.02806500000000156,,,,,,,,,
215,0.0010779999999996903,,,,,,,,,,0.008883000000000862,,,,,,,,,,0.03469800000000234,,,,,,,,,
216,0.0075950000000002404,,,,,,,,,,0.0069699999999990325,,,,,,,,,,0.024817999999999785,,,,,,,,,
217,0.005122999999999767,,,,,,,,,,0.03297799999999995,,,,,,,,,,0.003267000000001019,,,,,,,,,
218,0.006127000000000216,,,,,,,,,,0.001824000000000936,,,,,,,,,,0.016784000000001242,,,,,,,,,
219,0.012950000000000017,,,,,,,,,,0.027726999999998725,,,,,,,,,,0.003385999999999001,,,,,,,,,
220,0.005832999999999977,,,,,,,,,,0.020814999999998918,,,,,,,,,,0.009131,,,,,,,,,
221,0.007031999999999705,,,,,,,,,,0.012249999999999872,,,,,,,,,,0.00950600000000179,,,,,,,,,
222,0.00541999999999998,,,,,,,,,,0.0035080000000000666,,,,,,,,,,0.0010380000000012046,,,,,,,,,
223,0.01223099999999988,,,,,,,,,,0.0035759999999989134,,,,,,,,,,0.011610999999998484,,,,,,,,,
224,0.0066710000000003156,,,,,,,,,,0.0033960000000003987,,,,,,,,,,0.007486999999997579,,,,,,,,,
225,0.0013849999999999696,,,,,,,,,,0.05028200000000105,,,,,,,,,,0.038584000000000174,,,,,,,,,
226,0.005614000000000008,,,,,,,,,,0.008846000000000132,,,,,,,,,,0.04380899999999954,,,,,,,,,
227,0.009511999999999965,,,,,,,,,,0.009066000000000685,,,,,,,,,,0.03074799999999911,,,,,,,,,
228,0.014140000000000263,,,,,,,,,,0.0033669999999990097,,,,,,,,,,0.007201999999999487,,,,,,,,,
229,0.010236000000000356,,,,,,,,,,0.02721399999999896,,,,,,,,,,0.010521999999998144,,,,,,,,,
230,0.005227999999999788,,,,,,,,,,0.005555999999998562,,,,,,,,,,0.0028900000000007253,,,,,,,,,
