version,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform,DirectPartition_Uniform
n_size,256,1600,3136,4624,5776,7396,8836,10000,11664,12996,256,1600,3136,4624,5776,7396,8836,10000,11664,12996,256,1600,3136,4624,5776,7396,8836,10000,11664,12996
run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.011253000000000013,0.034137000000001194,0.34327699999994365,0.16616799999997056,0.28016799999977593,0.847885999999562,0.6756459999996878,2.307197999998607,0.9263339999997697,1.539264999999432,0.011556999999999817,0.08388500000000931,1.7629650000000083,0.5216319999999541,0.4218959999998333,0.332166999999572,1.5617629999997007,2.73026899999968,0.911337999998068,1.9926829999967595,0.04533400000000043,0.35807899999997517,0.17264099999988503,0.33675300000004427,0.4748829999998634,1.3826159999989613,1.0026980000002368,0.5491099999999278,4.41379600000073,0.8714439999966999
1,0.012715000000000032,0.01077099999999831,0.01752499999997781,0.32368799999994735,1.2455089999998563,0.5578880000002755,1.4471910000011121,0.3376730000018142,4.754417999996804,5.233761999999842,0.0019759999999990896,0.024394000000000915,0.025089999999977408,2.7096630000000914,2.7497450000000754,0.0558179999998174,8.066671000000497,2.2950700000001234,4.224678999999014,1.725458000000799,0.004322000000001935,0.4631820000000175,0.029565000000047803,0.807220000000143,1.7551520000006349,0.08647200000086741,2.207682999998724,5.028748000000633,1.365946999998414,2.3692939999964437
2,0.011602000000000001,0.15087400000000173,0.03516899999999623,0.10424199999988559,0.3576629999997749,0.24577600000066013,0.7540840000001481,0.2900609999996959,1.8630120000016177,1.7508250000028056,0.009376999999998858,0.02454500000001758,1.0510040000000345,0.13665199999968536,1.0754379999998491,1.6209420000004684,1.8375269999996817,1.728704999997717,0.7615449999975681,0.28786699999909615,0.04029699999999892,0.14111700000000837,0.41366199999993114,0.9507650000000467,1.7957800000003772,1.7620200000001205,2.5126519999994343,1.3808310000022175,7.487064000000828,0.12632299999677343
3,0.0012260000000000049,0.15571699999999566,0.1396469999999681,2.7982660000000124,0.19322300000021642,0.5805039999995643,2.3344510000006267,0.34593800000220654,4.464474000000337,1.9700570000022708,0.00367799999999896,0.0726980000000026,0.05155799999999999,0.20648900000014692,3.9736299999995026,2.8935590000000957,0.39166300000033516,1.1018379999986792,0.7658360000023094,0.2887829999963287,0.03910199999999975,0.20810399999999163,0.9335829999999987,0.15256799999997384,0.20810699999947246,1.4743589999998221,0.791016999999556,4.965218999997887,0.9269400000011956,0.9906550000014249
4,0.0013959999999999528,0.05679399999999646,0.16883399999994708,0.0597210000000814,1.6180359999998473,0.15684399999918242,6.014203999999154,0.31142499999987194,1.767238999997062,5.645207000001392,0.003481999999999985,0.191804999999988,0.19359699999995428,0.20719099999996615,0.08830499999930908,0.4736620000003313,2.1858229999998002,0.32559000000037486,1.0278490000018792,6.6889830000000075,0.02005800000000235,0.17973999999998114,0.1671120000000883,1.7664170000002741,2.0995440000006056,0.4111250000005384,1.3317969999989145,2.440351000001101,0.10918899999887799,4.709389999996347
5,0.022710000000000008,0.08301900000000018,0.6864960000000337,0.027246999999988475,0.639889999999923,0.7383450000006633,0.6334200000001147,0.7931490000009944,0.15698699999848031,6.621296999997867,0.0056939999999983115,0.1706829999999968,0.7377180000000862,0.9763769999999568,0.7649149999997462,1.4487490000001344,0.577954000000318,2.312594999999419,3.1453769999970973,10.908116000005975,0.006655999999999551,0.07982099999998127,1.0040940000001228,0.1261540000000423,0.9893379999994067,0.6841949999998178,1.8238739999997051,0.5074690000001283,5.3084040000030654,2.5161799999987124
6,0.004264999999999963,0.1922619999999995,0.5166209999999865,1.1169370000000072,0.16330400000015288,0.3276530000002822,0.18578300000081072,0.4987139999975625,1.413579000000027,1.955789999999979,0.01078899999999905,0.09969599999999446,0.13960099999997055,0.1384130000001278,0.04617899999993824,0.29384399999980815,3.7357540000011795,3.595449999997072,0.850218000003224,1.8145210000002407,0.013194999999999624,0.28045600000001514,0.31970099999989543,0.3154770000001008,0.1536839999998847,1.044568999999683,2.58968300000015,0.9771469999977853,1.5794779999996535,0.1441290000002482
7,0.023163000000000045,0.22382499999999794,0.1760510000000295,0.6318200000000616,0.7453319999999621,0.3827869999995528,0.9668330000004062,0.17937800000072457,1.8282389999985753,3.451532999999472,0.005331999999999226,0.1706399999999917,0.04692199999999502,0.9947400000000926,0.6781010000004244,2.1184809999995196,3.2423149999995076,0.6132980000002135,0.1732609999999113,2.0074899999963236,0.04561599999999899,0.020971999999972013,1.4227919999998448,4.455785000000105,0.7198710000002393,5.284467000001314,0.5272310000000289,0.8054700000029698,2.9277229999970587,2.6578869999939343
8,0.010630999999999946,0.21070100000000025,0.46694800000000214,0.6608300000000327,0.7618819999997868,0.5062809999999445,0.2575379999998404,0.3325269999986631,1.9971709999990708,2.0703060000014375,0.005456999999999823,0.08023499999998762,0.11826700000005985,0.14538999999967928,0.18369799999982206,1.218764999999621,0.5077340000007098,0.5989249999984168,1.032361999998102,0.1955210000014631,0.037082000000001614,0.7069030000000112,0.3615260000001399,0.12907700000005207,1.0767959999993764,0.15761100000054284,3.1228179999998247,3.39069599999857,10.675344999999652,2.2216819999957806
9,0.004045999999999994,0.10341499999999826,0.6290619999999763,0.06337700000017321,0.17272899999989022,0.15011200000026292,0.25518600000032166,5.793302999998559,0.39231500000096275,0.35677799999757553,0.001782999999999646,0.2537089999999864,0.19867699999997512,0.7778650000000198,0.9153770000002623,0.7973059999994803,0.2887540000010631,1.1529890000019805,0.4340919999995094,0.9604810000018915,0.002626000000002904,0.29991199999994933,0.48642500000005384,0.9544449999998506,0.9350640000002386,0.9420590000008815,1.9827189999996335,2.4963189999980386,1.9110050000017509,0.5739539999995031
10,0.004595000000000016,0.3931299999999993,1.2201890000000049,0.5131410000001324,1.1464240000000245,3.118706999999631,0.3229940000001079,0.14349599999695783,2.6892709999992803,0.9954570000008971,0.001772000000000773,0.5894959999999969,0.19565899999997782,0.21261299999969197,0.6850549999999203,4.205703999999969,0.8076590000000579,0.14835200000015902,2.375912999999855,2.7642869999981485,0.016269999999998674,0.3265569999999798,0.032639000000017404,0.6110779999999068,0.6119790000002467,0.09030100000018138,1.502026999998634,10.081583999999566,3.129566999999952,0.8384680000017397
11,0.011140999999999956,0.09699899999999673,0.4241029999999455,0.3303249999999025,1.7318049999998948,1.8421550000002753,0.9132899999985966,4.410485000000335,2.93919200000164,0.7799709999999322,0.03337400000000024,0.035903999999987946,0.04418599999996786,3.9985579999997753,0.082590999999411,3.49321400000008,2.134393000000273,11.501589999999851,1.5397009999978764,0.09995299999718554,0.010939000000000476,0.37994400000002315,0.2791090000000622,0.44830799999999726,1.6672400000006746,2.329142000000502,7.424391000000469,0.6028100000003178,0.20156200000201352,5.395298000003095
