version,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_Uniform,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,GerryChain_MST,DirectPartition_Walk_Sample,DirectPartition_Walk_Sample,DirectPartition_Walk_Sample,DirectPartition_Walk_Sample,DirectPartition_Walk_Sample,DirectPartition_Walk_Sample,DirectPartition_Walk_Sample
n_size,256,1024,1764,2500,3136,3844,4624,256,1024,1764,2500,3136,3844,4624,256,1024,1764,2500,3136,3844,4624
run,,,,,,,,,,,,,,,,,,,,,
43,0.012854000000000032,0.01811999999999614,0.062011000000040895,0.9426480000000765,1.134066999999959,0.27432400000043344,,0.00838700000000081,0.20688699999999471,0.013998000000015054,0.20489099999986138,0.10686399999985952,0.1917489999996178,,0.024045999999998457,0.04703299999999899,0.09625099999993836,0.1375590000000102,0.4310049999999137,1.7574569999997038,
44,0.003969,0.005719999999996617,0.10257500000000164,0.06866099999990638,0.145670999999993,0.02903100000003178,,0.00173600000000107,0.06212399999999718,0.07651699999996708,0.0679130000000896,0.2765909999998257,0.38779099999965183,,0.007951999999999515,0.016246999999992795,0.1976919999999609,0.3162720000000263,0.8031849999997576,0.9319470000000365,
45,0.003157999999999994,0.014867999999999881,0.11538699999999835,0.1559750000000122,0.047847000000047046,0.16269099999999526,,0.0017340000000007905,0.0070750000000003865,0.4503759999999488,0.10211299999991752,0.022144999999909487,0.2525590000000193,,0.018860999999997574,0.04527899999999363,0.23849699999993845,0.013844000000062806,0.05304000000023734,0.10116500000003725,
46,0.011670999999999987,0.02182499999999976,0.05253799999997,0.02881800000000112,0.21513000000004467,0.7883159999996678,,0.011744000000000199,0.03529699999999991,0.14822500000002492,0.24495699999988574,0.5468390000000909,0.4683610000001863,,0.002060999999997648,0.11950799999999617,0.047244000000091546,0.4317790000000059,0.3417349999999715,1.0940909999999349,
47,0.019346000000000085,0.08865000000000123,0.25229400000000624,0.3489509999999427,0.13495499999999083,0.2271219999997811,,0.0067269999999997054,0.054997000000000185,0.013518999999973857,0.1520860000000539,0.7717569999999796,0.7199319999999716,,0.018496999999999986,0.09441799999999034,0.027643000000011853,1.04094699999996,0.749761000000035,0.27339500000016415,
48,0.0065950000000000175,0.0164089999999959,0.4054949999999735,0.3360490000000027,1.0001350000000002,0.19582199999967997,,0.016664000000000456,0.08270899999999415,0.2650870000000509,0.2892469999999321,0.5618920000001708,0.5689370000000054,,0.00500600000000162,0.07320000000001414,0.025559000000043852,0.011972000000014305,0.49436999999988984,0.4298159999998461,
49,0.007777999999999952,0.011878999999993312,0.05031200000001945,0.05268599999999424,0.9710629999999583,0.2864289999997709,,0.015025000000001398,0.014049999999997453,0.15622100000001637,0.051023999999870284,0.04343699999981254,0.4438159999999698,,0.014002999999998877,0.10654099999999289,0.09092499999997017,0.19729899999992995,0.26817799999980707,1.273247000000083,
50,0.00844199999999995,0.022477999999999554,0.20130599999998822,0.03209799999990537,0.7107390000001033,0.6292989999997189,,0.013351999999999364,0.05528000000001043,0.7891549999999938,0.23541199999999662,0.17635500000005777,0.19230900000002293,,0.02364999999999995,0.018409999999988713,0.14919899999995323,0.351086000000123,0.17567200000030425,1.249489999999696,
51,0.011835999999999958,0.03582999999999714,0.5152690000000462,0.06957699999998113,0.07169700000008561,0.05636899999990419,,0.00507799999999925,0.05537799999999038,0.013744000000031065,0.03429000000005544,0.5223249999999098,0.17146899999988818,,0.004900000000002791,0.08744200000001001,0.1387960000000703,0.09952700000008008,0.17600100000026941,0.6142159999999421,
52,0.003013999999999961,0.10263100000000236,0.04891400000002477,0.0799970000000485,0.9123230000000149,0.14769299999989016,,0.00173600000000107,0.11019300000000953,0.0649829999999838,0.2903069999999843,1.2875880000001416,1.0101589999999305,,0.0031919999999985293,0.11142999999998437,0.24019399999997404,0.35356000000001586,0.12829099999999016,0.8632949999996526,
53,0.00506899999999999,0.15121900000000466,0.03998300000000654,0.16376000000002477,0.151787000000013,0.5478970000003756,,0.008407000000000053,0.014020000000002142,0.13021900000001096,0.08526099999994585,0.624536999999691,0.6551450000001751,,0.019038999999999362,0.03318300000000818,0.02609400000005735,0.41008800000008705,0.23210000000017317,1.584168999999747,
54,0.008832000000000062,0.16503600000000063,0.051834000000042124,0.0539410000000089,0.8283450000001267,0.5194940000001225,,0.01001999999999903,0.22459500000000787,0.3381650000000036,0.10520200000019031,0.06519799999978204,0.9302560000000994,,0.014755000000000962,0.11455799999998817,0.2821079999999938,0.5165499999998246,0.13132100000029823,1.6087489999999889,
55,0.002553999999999945,0.017181999999998254,0.10873800000001665,0.4789420000000746,0.22786500000006527,0.07544099999995524,,0.0052869999999991535,0.09596100000000263,0.05107500000002574,0.17953800000009323,1.1715570000001208,0.1399980000001051,,0.03361400000000003,0.03358400000001893,0.06195500000001175,0.0811239999998179,0.5779320000001462,0.1407990000002428,
56,0.01246299999999989,0.0684269999999998,0.4184930000000122,0.11413000000004558,0.10496699999998782,0.17138500000010026,,0.010386999999999702,0.007206999999993968,0.15651399999995874,0.0909119999998893,0.023024999999961437,0.22201200000017707,,0.0066910000000000025,0.13286800000000198,0.24372700000003533,0.03499999999985448,0.21264100000007602,0.6276069999998981,
57,0.008140000000000036,0.04698000000000491,0.0782989999999586,0.17933400000003985,0.03454099999999016,0.5256960000001527,,0.012130000000000862,0.1992309999999975,0.20836200000002236,0.14455199999997603,1.4013989999998557,0.16818100000000413,,0.005417000000001337,0.01922700000000077,0.042236000000002605,0.28096499999992375,0.5994140000002517,0.7369479999997566,
58,0.0011950000000000571,0.024894000000003302,0.08725100000003749,0.06666099999995367,0.14621099999999387,0.07158100000015111,,0.012232000000000909,0.04140300000000252,0.16891800000001922,0.6137850000000071,1.2543379999997342,0.11467700000002878,,0.005338000000001841,0.1078860000000077,0.21954200000004676,0.23838000000000648,0.02538300000014715,0.325937999999951,
59,0.0021579999999998822,0.01918399999999565,0.07176299999997582,0.23375699999996868,0.16016100000001643,0.13025400000014997,,0.008780000000001564,0.054807999999994195,0.09105100000004995,0.15367300000002615,0.8258289999998851,0.4039149999998699,,0.004384999999999195,0.03369700000001785,0.06877699999995457,0.2920959999999013,0.08074900000019625,2.4054869999999937,
60,0.00988599999999984,0.06853399999999965,0.2905359999999746,0.33096499999999196,0.5391570000001593,0.4205249999999978,,0.02458700000000036,0.00713300000001027,0.3645230000000197,0.22197800000003554,0.5993120000002818,0.28375499999992826,,0.0018759999999993227,0.15842499999999404,0.012703999999985172,0.2953170000000682,1.7467539999997825,2.3986770000001343,
61,0.008943000000000145,0.07564299999999946,0.0734640000000013,0.24860799999999017,0.24066300000004048,0.053315999999995256,,0.017659999999999343,0.04840999999998985,0.1538749999999709,0.038080999999920095,2.478884999999991,0.11812800000006973,,0.041173999999998045,0.010008999999996604,0.01983800000004976,0.23025000000006912,1.1341729999999188,0.37338599999975486,
62,0.021496999999999877,0.05547499999999417,0.04495000000002847,0.17573600000002898,0.8861460000000534,0.18364199999996345,,0.0156590000000012,0.05515499999999918,0.15238799999997354,0.5369630000000143,0.06458900000006906,0.5670540000000983,,0.01021300000000025,0.06972899999999527,0.08686800000009498,0.09351500000002488,0.038840000000163855,0.6082930000002307,
63,0.0012870000000000381,0.03204600000000113,0.07999399999999923,0.07926999999995132,0.34734599999978855,0.4112319999999272,,0.010106999999999644,0.06868200000000968,0.42605700000001434,0.03434400000014648,0.42788500000006024,0.02912400000013804,,0.015192000000002537,0.05829800000000773,0.3373980000000074,0.15342299999997522,0.19319799999993847,0.08541600000035032,
64,0.0011380000000000834,0.04186899999999838,0.023921000000029835,0.7028869999999188,0.3426929999998265,0.2628519999998389,,0.008430000000000604,0.041441000000006056,0.17873200000002498,0.8745579999999791,0.25568699999985256,0.4363210000001345,,0.006370999999997906,0.07889000000000124,0.19659699999999702,0.10026299999981347,0.086229000000003,0.5979150000002846,
65,0.011765999999999943,0.15010499999999638,0.1358549999999923,0.09260300000005373,0.3961410000001706,0.26652899999999136,,0.0017550000000010613,0.054957999999999174,0.31623400000000856,0.0345870000001014,0.13159500000028856,0.05626799999981813,,0.04474100000000192,0.025639999999981455,0.09936700000002929,0.21430599999985134,1.131293999999798,0.24457200000006196,
66,0.005163000000000029,0.06028699999999532,0.05122599999998556,0.027234000000021297,0.15855200000009972,0.5367799999999079,,0.035210000000001074,0.048090000000001965,0.05280900000002475,0.10200300000019524,0.2335849999999482,0.24867900000026566,,0.024515000000000953,0.10801399999999717,0.3588689999999133,0.16304199999990487,0.710254999999961,0.2628629999999248,
67,0.0011090000000000266,0.053840000000001,0.433195000000012,0.012534999999957108,0.2291290000000572,2.166580999999951,,0.005435000000000301,0.027593000000010193,0.1588390000000004,0.6480200000000877,0.3283779999997023,0.08388699999977689,,0.025674000000002195,0.01685999999997989,0.14840399999991405,0.019549000000097294,0.6424810000003163,0.9284830000001421,
68,0.014369999999999994,0.06266300000000058,0.019563999999945736,0.17999300000008134,0.20968800000014198,0.041269000000283995,,0.008682999999999552,0.15764399999999057,0.05167099999999891,0.11030600000003687,0.4268929999998363,0.1382370000001174,,0.006958000000000908,0.009986999999995305,0.0898899999999685,0.3280379999998786,1.790284000000156,0.029906000000210042,
69,0.008099999999999996,0.021149000000001195,0.2389039999999909,0.22182699999996203,0.37700400000017,0.28106800000023213,,0.03544600000000031,0.02096199999999726,0.2467680000000314,0.3466399999999794,0.04489000000012311,0.08320999999978085,,0.0027930000000004895,0.14748699999998394,0.03423400000008314,0.7250900000001366,0.8213879999998426,0.15077299999984461,
70,0.0012710000000000221,0.038119999999999266,0.15226499999999987,0.37615200000004734,0.0466710000000603,0.21512600000005477,,0.0018200000000003769,0.1042850000000044,0.7605629999999906,0.0752509999999802,0.40073500000016793,0.1386410000000069,,0.020402000000000697,0.02226100000001452,0.022588000000041575,0.6345999999998639,0.025372000000061234,0.2834379999999328,
71,0.014770999999999868,0.05215700000000112,0.09294199999999364,0.395595999999955,0.1384370000000672,0.5363980000001902,,0.008433000000000135,0.09608099999999808,0.13912799999997105,0.6025359999998727,0.10709300000007715,1.1074509999998554,,0.008062999999999931,0.062402999999989106,0.04522499999995944,0.3588239999999132,0.5489330000000336,0.40395699999999124,
72,0.004043000000000019,0.0457579999999993,0.04884200000003602,0.7574789999999894,0.020859000000200467,0.13396400000010544,,0.01702500000000029,0.04245600000000138,0.01350999999999658,0.05604100000005019,0.8346650000003137,1.7725009999999202,,0.005984999999999019,0.07600099999999088,0.11155299999995805,0.14082699999994475,0.7476320000000669,0.9659990000000107,
73,0.005596999999999852,0.018467999999998597,0.1777099999999905,0.4612919999999576,0.3617930000000342,0.16895099999965169,,0.012358000000000757,0.02031299999998737,0.20669199999997545,0.5409290000000055,1.0179709999997613,0.24828299999990122,,0.006065000000003096,0.005279999999999063,0.2825239999999667,0.10947299999997995,0.05096000000003187,0.3141139999997904,
74,0.00991300000000006,0.020185000000005004,0.06204200000001947,0.739881999999966,0.38744999999994434,0.15113700000028985,,0.03375700000000137,0.12954399999999566,0.1555529999999976,0.5717259999998987,0.46049600000014834,0.1390799999999217,,0.008492000000000388,0.04373699999999303,0.25776599999994687,0.24269700000013472,0.19844999999986612,1.5822429999998349,
75,0.0024169999999998915,0.004931999999996606,0.02587999999997237,0.2439160000000129,0.2802449999999226,0.0723640000001069,,0.0054160000000003095,0.04139200000000187,0.29697800000002417,0.23059599999987768,1.1451090000000477,0.16832500000009532,,0.010549999999998505,0.0323319999999967,0.11516400000004978,0.059346000000005006,0.008862000000135595,0.18340399999988222,
76,0.009916000000000036,0.010210000000000719,0.05520699999999579,0.19124299999998584,0.6921370000000024,1.5316729999999552,,0.007246000000000308,0.11141800000000046,0.027279999999962,0.08713200000011057,0.13286900000002788,0.08326899999974557,,0.0019050000000007117,0.040137999999984686,0.007470000000012078,0.13356299999986732,1.0536079999997128,0.8596789999996872,
